question,text
Are there special traffic laws associated with funerals?,"Context1: Backpack: A backpack—also called knapsack, rucksack, rucksac, pack, sackpack, booksack, bookbag or backsack—is, in its simplest frameless form, a fabric sack carried
Context2: Funeral: A funeral is a ceremony connected with the final disposition of a corpse, such as a burial  In a number of jurisdictions, special laws cover funeral processions
Context3: FUNERAL PROCESSION TRAFFIC LAWS IN ALL 50 : Iowa law immunizes vehicles in a funeral procession from violation of traffic laws unless the vehicle is operating recklessly. Six other states
Question: Are there special traffic laws associated with funerals?
Are follow up questions needed here: Yes.
Follow up: What are the special traffic laws associated with funerals?
Intermediate answer: Funeral processions have the right of way.
Follow up: What are the special traffic laws associated with funeral processions?
Intermediate answer: Funeral processions have the right of way.
So the final answer is: Yes.
###"
Does a Trek 9000 require an anchor in order to park?,"Context1: Anchor: An anchor is a device, normally made of metal, used to secure a vessel to the bed of a body of water to prevent the craft from drifting due to wind or
Question: Does a Trek 9000 require an anchor in order to park?
Are follow up questions needed here: Yes.
Follow up: What is a Trek 9000?"
Does a Trek 9000 require an anchor in order to park?,"Context1: Untitled: List of green vegetables wikipedia, Kohl's commercial christmas boxers, Carlo cattaneo  Star trek online volume 22 chapter 5, The 7 types of triangles,
Context2: Trek's ZR9000 frame alloy -- real or hype? - Page 2: More info - - a short (layman's) Wikipedia piece and a one-page PDF on scandium and zirconium alloying of aluminum: https://en.wikipedia.org/wiki/Zirconium
Question: Does a Trek 9000 require an anchor in order to park?
Are follow up questions needed here: Yes.
Follow up: What is a Trek 9000?
Intermediate answer: A Trek 9000 is a mountain bike.
Follow up: Do mountain bikes require an anchor in order to park?"
Does a Trek 9000 require an anchor in order to park?,"Context1: Anchor: An anchor is a device, normally made of metal, used to secure a vessel to the bed of a body of water to prevent the craft from drifting due to wind or
Context2: Trek Bicycle Corporation: Trek Bicycle Corporation is a bicycle and cycling product manufacturer and distributor under brand names Trek, Electra Bicycle Company, Bontrager,
Context3: South Mountain Park & Preserve Phoenix, Arizona: South Mountain offers 58 miles of trails for horseback riding, hiking and mountain biking for all ability levels, many of which were constructed in the early
Question: Does a Trek 9000 require an anchor in order to park?
Are follow up questions needed here: Yes.
Follow up: What is a Trek 9000?
Intermediate answer: A Trek 9000 is a mountain bike.
Follow up: Do mountain bikes require an anchor in order to park?
Intermediate answer: No, mountain bikes do not require an anchor in order to park.
So the final answer is: No.
###"
Can a carrot receive an organ transplant?,"Context1: Groundhog Day (disambiguation): Groundhog Day is a holiday celebrated on February 2 in the United States and Canada.
Question: Can a carrot receive an organ transplant?
Are follow up questions needed here: Yes.
Follow up: What is a carrot?"
Can a carrot receive an organ transplant?,"Context1: Organ transplantation: Organ transplantation is a medical procedure in which an organ is removed from one body and placed in the body of a recipient, to replace a damaged or
Context2: Daucus: Daucus is a worldwide genus of herbaceous plants of the celery family Apiaceae of which the best-known species is the cultivated carrot.
Question: Can a carrot receive an organ transplant?
Are follow up questions needed here: Yes.
Follow up: What is a carrot?
Intermediate answer: A carrot is a vegetable.
Follow up: Can a vegetable receive an organ transplant?"
Can a carrot receive an organ transplant?,"Context1: Arnold Schwarzenegger: Schwarzenegger began lifting weights at age 15 and won the Mr. Universe title aged 20, and subsequently the Mr. Olympia title seven times. He is widely regarded
Context2: Daucus: Daucus is a worldwide genus of herbaceous plants of the celery family Apiaceae of which the best-known species is the cultivated carrot.
Context3: Tumulus: A tumulus (plural tumuli) is a mound of earth and stones raised over a grave or graves. Tumuli are also known as barrows, burial mounds or (in Siberia and Central Asia) kurgans, and may be found throughout much of the world.
Question: Can a carrot receive an organ transplant?
Are follow up questions needed here: Yes.
Follow up: What is a carrot?
Intermediate answer: A carrot is a vegetable.
Follow up: Can a vegetable receive an organ transplant?
Intermediate answer: No, vegetables do not have organs.
So the final answer is: No.
###"
Do carpenters understand geometry?,"Context1: Structural engineering: The design of static structures assumes they always have the same geometry (in fact, so-called static structures can move significantly, and structural
Question: Do carpenters understand geometry?
Are follow up questions needed here: Yes.
Follow up: What is geometry?"
Do carpenters understand geometry?,"Context1: Geometry: Geometry is a branch of mathematics concerned with properties of space such as the distance, shape, size, and relative position of figures. Geometry is
Context2: Analytic geometry: In mathematics, analytic geometry, also known as coordinate geometry or Cartesian geometry, is the study of geometry using a coordinate system.
Question: Do carpenters understand geometry?
Are follow up questions needed here: Yes.
Follow up: What is geometry?
Intermediate answer: Geometry is the study of shapes.
Follow up: What is a carpenter?"
Do carpenters understand geometry?,"Context1: Drum: Drums with two heads can also have a set of wires, called snares, held across the bottom head, top head, or both heads, hence the name snare drum. On some
Context2: Little Women: The first volume of Little Women was published in 1868 by Roberts Brothers. The first edition included illustrations by May Alcott, the sister who inspired the fictional Amy March.
Context3: Carpenter (surname): The English meaning of carpenter is from the occupation of one who makes wooden objects and structures by shaping wood. Carpenter. Pronunciation. /ˈkɑːrpəntər/ Origin.
Question: Do carpenters understand geometry?
Are follow up questions needed here: Yes.
Follow up: What is geometry?
Intermediate answer: Geometry is the study of shapes.
Follow up: What is a carpenter?
Intermediate answer: A carpenter is a person who builds things.
Follow up: Do carpenters build things that have shapes?"
Do carpenters understand geometry?,"Context1: Geometry: Geometry is a branch of mathematics concerned with properties of space such as the distance, shape, size, and relative position of figures. Geometry is
Context2: Category:Geometry: Geometry is the branch of mathematics dealing with spatial relationships. The word Geometry means to measure the earth. From experience, or possibly intuitively, people characterize space by certain fundamental qualities, which are termed axioms in geometry.
Context3: Carpenter Definition & Meaning: The meaning of CARPENTER is a worker who builds or repairs wooden structures or their structural parts. How to use carpenter in a sentence.
Context4: Lumber: Carpenters extensively use dimensional lumber in framing wooden buildings. Common sizes include 2×4 (pictured) (also two-by-four and other variants, such as
Question: Do carpenters understand geometry?
Are follow up questions needed here: Yes.
Follow up: What is geometry?
Intermediate answer: Geometry is the study of shapes.
Follow up: What is a carpenter?
Intermediate answer: A carpenter is a person who builds things.
Follow up: Do carpenters build things that have shapes?
Intermediate answer: Yes, carpenters build things that have shapes.
So the final answer is: Yes.
###"
Does the history of Europe include the age of dinosaurs?,"Context1: Taco Bell: The restaurants serve a variety of Mexican-inspired foods, including tacos, burritos, quesadillas, nachos, novelty and speciality items, and a variety of ""value
Question: Does the history of Europe include the age of dinosaurs?
Are follow up questions needed here: Yes.
Follow up: When did the age of dinosaurs end?"
Does the history of Europe include the age of dinosaurs?,"Context1: Cretaceous: The Cretaceous is a geological period that lasted from about 145 to 66 million years ago  A short, relatively minor ice age may have occurred during this so-called
Context2: Chicken as food: Chicken generally includes low fat in the meat itself (castrated roosters excluded). The fat is highly concentrated on the skin. A 100g serving of baked chicken breast contains 4 grams of fat and 31 grams of protein, compared to 10 grams of fat and 27 grams of protein for the same portion of broiled, lean skirt steak.
Question: Does the history of Europe include the age of dinosaurs?
Are follow up questions needed here: Yes.
Follow up: When did the age of dinosaurs end?
Intermediate answer: The age of dinosaurs ended around 65 million years ago.
Follow up: When did the history of Europe begin?"
Does the history of Europe include the age of dinosaurs?,"Context1: List of European dinosaurs: Europe is relatively rich in fossils from the Jurassic-Cretaceous boundary, and much of what is known about European dinosaurs dates from this time. During the Maastrichtian the end of the Cretaceous dinosaurs were dominating western and Central Europe as the Tremp Formation in Spain dates back to that age.
Context2: Smartphone: The first commercially available device that could be properly referred to as a ""smartphone"" began as a prototype called ""Angler"" developed by Canova in 1992 while at IBM and demonstrated in November of that year at the COMDEX computer industry trade show.
Context3: Early modern period: Early modern European history is usually seen to span from the start of the 15th century, through the Age of Enlightenment in the 17th and 18th centuries, until
Question: Does the history of Europe include the age of dinosaurs?
Are follow up questions needed here: Yes.
Follow up: When did the age of dinosaurs end?
Intermediate answer: The age of dinosaurs ended around 65 million years ago.
Follow up: When did the history of Europe begin?
Intermediate answer: The history of Europe began around 3,000 BC.
Follow up: Is 65 million years ago before 3,000 BC?"
Does the history of Europe include the age of dinosaurs?,"Context1: Wood - Simple English Wikipedia, the free encyclopedia: Wood is the main substance in trees. It is mainly formed by the xylem vessels which carry water up the plant. The two main substances in wood are cellulose and lignin. Wood is used to make buildings and furniture, and also for art.
Context2: March 8, 1930: William Howard Taft (September 15, 1857 – March 8, 1930) was the 27th president of the United States (1909–1913) and the tenth chief justice of the United States (1921–1930), the only person to have held both offices.
Context3: History of Europe: Prehistory of Europe Homo erectus georgicus, which lived roughly 1.8 million years ago in Georgia, is the earliest hominid to have been discovered in Europe. The earliest appearance of anatomically modern people in Europe has been dated to 45,000 BC, referred to as the Early European modern humans.
Context4: Timeline of prehistory: This timeline of prehistory covers the time from the appearance of Homo sapiens 315,000 years ago in Africa to the invention of writing, over 5,000 years
Question: Does the history of Europe include the age of dinosaurs?
Are follow up questions needed here: Yes.
Follow up: When did the age of dinosaurs end?
Intermediate answer: The age of dinosaurs ended around 65 million years ago.
Follow up: When did the history of Europe begin?
Intermediate answer: The history of Europe began around 3,000 BC.
Follow up: Is 65 million years ago before 3,000 BC?
Intermediate answer: Yes, 65 million years ago is before 3,000 BC.
So the final answer is: No.
###"
Did Jackie Kennedy wear Dolce & Gabbana to her husband's inauguration?,"Context1: Sarah: It is said that Sarah died at the age of one hundred and twenty seven years, caused in part by the events of the Binding of Isaac. She is buried in Kiryat
Question: Did Jackie Kennedy wear Dolce & Gabbana to her husband's inauguration?
Are follow up questions needed here: Yes.
Follow up: What did Jackie Kennedy wear to her husband's inauguration?"
Did Jackie Kennedy wear Dolce & Gabbana to her husband's inauguration?,"Context1: Jacqueline Kennedy Onassis: Jacqueline Lee Kennedy Onassis was an American socialite, writer, photographer, and book editor who served as the first lady of the United States from 1961
Context2: 15 of the Most Gorgeous Inaugural Gowns Worn by First Ladies: For her husband John F. Kennedy's inauguration, Jackie O wore a custom design she worked on in collaboration with Ethel Frankau, the head of the custom salon at Bergdorf Goodman. The white gown with embellished bodice and sheer overlay along with matching cape gave the new First Lady an ethereal quality.
Question: Did Jackie Kennedy wear Dolce & Gabbana to her husband's inauguration?
Are follow up questions needed here: Yes.
Follow up: What did Jackie Kennedy wear to her husband's inauguration?
Intermediate answer: Jackie Kennedy wore a pink Chanel suit.
Follow up: What is the name of the fashion brand that makes Dolce & Gabbana?"
Did Jackie Kennedy wear Dolce & Gabbana to her husband's inauguration?,"Context1: Jacqueline Kennedy Onassis: Jacqueline Lee Kennedy Onassis was an American socialite, writer, photographer, and book editor who served as the first lady of the United States from 1961
Context2: August 6, 1945: During the final stages of World War II in 1945, the United States conducted atomic raids on the Japanese cities of Hiroshima and Nagasaki, the first on August 6, 1945, and the second on August 9, 1945. These two events were the only times nuclear weapons have been used in combat.
Context3: Fried egg: A fried egg is a cooked dish made from one or more eggs which are removed from their shells and placed into a frying pan and fried.
Question: Did Jackie Kennedy wear Dolce & Gabbana to her husband's inauguration?
Are follow up questions needed here: Yes.
Follow up: What did Jackie Kennedy wear to her husband's inauguration?
Intermediate answer: Jackie Kennedy wore a pink Chanel suit.
Follow up: What is the name of the fashion brand that makes Dolce & Gabbana?
Intermediate answer: Dolce & Gabbana is a fashion brand.
Follow up: Is Dolce & Gabbana a fashion brand?"
Did Jackie Kennedy wear Dolce & Gabbana to her husband's inauguration?,"Context1: Jacqueline Kennedy Onassis: Jacqueline Lee Kennedy Onassis was an American socialite, writer, photographer, and book editor who served as the first lady of the United States from 1961
Context2: 15 of the Most Gorgeous Inaugural Gowns Worn by First Ladies: For her husband John F. Kennedy's inauguration, Jackie O wore a custom design she worked on in collaboration with Ethel Frankau, the head of the custom salon at Bergdorf Goodman. The white gown with embellished bodice and sheer overlay along with matching cape gave the new First Lady an ethereal quality.
Context3: Miami: Miami and its suburbs are located on a broad plain between the Everglades to the west and Biscayne Bay to the east, which extends from Lake Okeechobee southward to Florida Bay.
Context4: Dolce & Gabbana: Dolce & Gabbana also known by initials D&G, is an Italian luxury fashion house founded in 1985 in Legnano by Italian designers Domenico Dolce and Stefano
Question: Did Jackie Kennedy wear Dolce & Gabbana to her husband's inauguration?
Are follow up questions needed here: Yes.
Follow up: What did Jackie Kennedy wear to her husband's inauguration?
Intermediate answer: Jackie Kennedy wore a pink Chanel suit.
Follow up: What is the name of the fashion brand that makes Dolce & Gabbana?
Intermediate answer: Dolce & Gabbana is a fashion brand.
Follow up: Is Dolce & Gabbana a fashion brand?
Intermediate answer: Yes, Dolce & Gabbana is a fashion brand.
Follow up: Is Chanel a fashion brand?"
Did Jackie Kennedy wear Dolce & Gabbana to her husband's inauguration?,"Context1: Jacqueline Kennedy Onassis: Jacqueline Lee Kennedy Onassis was an American socialite, writer, photographer, and book editor who served as the first lady of the United States from 1961
Context2: Ways Jackie O Influenced Fashion: Jackie had an ability to make even the most casual outfits look chic, and often paired headscarves with giant sunglasses when she was outdoors.
Context3: History And Significance Of The Dolce & Gabbana Logo: In this article, we look at the story behind the Dolce & Gabbana, often abbreviated as D&G logo, a leading Italian luxury fashion house.
Context4: Aretha Franklin: [['Aretha Franklin'], ['Origin', 'Detroit, Michigan, U.S.'], ['Genres', 'Soul R&B gospel jazz pop'], ['Instrument(s)', 'Vocals piano'], ['Labels', 'J.V.B Columbia Atlantic Arista RCA']]
Context5: Chanel (disambiguation): Chanel is a French fashion house. Contents. 1 Places; 2 People; 3 Arts and entertainment  Coco Chanel (1883–1971), founder of the fashion house; Peter Chanel
Question: Did Jackie Kennedy wear Dolce & Gabbana to her husband's inauguration?
Are follow up questions needed here: Yes.
Follow up: What did Jackie Kennedy wear to her husband's inauguration?
Intermediate answer: Jackie Kennedy wore a pink Chanel suit.
Follow up: What is the name of the fashion brand that makes Dolce & Gabbana?
Intermediate answer: Dolce & Gabbana is a fashion brand.
Follow up: Is Dolce & Gabbana a fashion brand?
Intermediate answer: Yes, Dolce & Gabbana is a fashion brand.
Follow up: Is Chanel a fashion brand?
Intermediate answer: Yes, Chanel is a fashion brand.
Follow up: Is Dolce & Gabbana the same as Chanel?"
Did Jackie Kennedy wear Dolce & Gabbana to her husband's inauguration?,"Context1: List of early color feature films: [{'year': '1903', 'title': 'La Vie et la passion de Jésus Christ', 'country': 'France', 'length': '', 'production_company': 'Pathé Frères'}, {'year': '1912', 'title': 'With Our King and Queen Through India', 'country': 'United Kingdom', 'length': '1600 ft.', 'production_company': 'Natural Color Kine'}, {'year': '1912', 'title': 'The Miracle', 'country': 'United Kingdom', 'length': '', 'production_company': 'Joseph Menchen'}]
Context2: Ways Jackie O Influenced Fashion: Jackie had an ability to make even the most casual outfits look chic, and often paired headscarves with giant sunglasses when she was outdoors.
Context3: History And Significance Of The Dolce & Gabbana Logo: In this article, we look at the story behind the Dolce & Gabbana, often abbreviated as D&G logo, a leading Italian luxury fashion house.
Context4: Carrot: The carrot (Daucus carota subsp. sativus) is a root vegetable, typically orange in color, though purple, black, red, white, and yellow cultivars exist, all of which are domesticated forms of the wild carrot, Daucus carota, native to Europe and Southwestern Asia.
Context5: Chanel (disambiguation): Chanel is a French fashion house. Contents. 1 Places; 2 People; 3 Arts and entertainment  Coco Chanel (1883–1971), founder of the fashion house; Peter Chanel
Context6: Designer label: The term designer label refers to clothing, luxury automobile manufacturers and other personal accessory items sold under an often prestigious marque which
Question: Did Jackie Kennedy wear Dolce & Gabbana to her husband's inauguration?
Are follow up questions needed here: Yes.
Follow up: What did Jackie Kennedy wear to her husband's inauguration?
Intermediate answer: Jackie Kennedy wore a pink Chanel suit.
Follow up: What is the name of the fashion brand that makes Dolce & Gabbana?
Intermediate answer: Dolce & Gabbana is a fashion brand.
Follow up: Is Dolce & Gabbana a fashion brand?
Intermediate answer: Yes, Dolce & Gabbana is a fashion brand.
Follow up: Is Chanel a fashion brand?
Intermediate answer: Yes, Chanel is a fashion brand.
Follow up: Is Dolce & Gabbana the same as Chanel?
Intermediate answer: No, Dolce & Gabbana is not the same as Chanel.
So the final answer is: No.
###"
Was song of Roland protagonist friendly with group that had sagas?,"Context1: Song of Roland: The book explores the untold story of how Roland finds himself at Ronceveaux, betrayed by Ganelon and facing the expansive Saragossan host. Primary characters
Question: Was song of Roland protagonist friendly with group that had sagas?
Are follow up questions needed here: Yes.
Follow up: Who was the protagonist of song of Roland?"
Was song of Roland protagonist friendly with group that had sagas?,"Context1: List of The Dark Tower characters: Roland and Cuthbert are described as having been playing together since they were toddlers. Cuthbert, often called Bert, is first featured in The Gunslinger,
Context2: Oliver (paladin): Aside from the Song of Roland, the most pivotal chanson in which Oliver appears is Girart de Vienne (c.1180) by Bertrand de Bar-sur-Aube.
Question: Was song of Roland protagonist friendly with group that had sagas?
Are follow up questions needed here: Yes.
Follow up: Who was the protagonist of song of Roland?
Intermediate answer: The protagonist of song of Roland was Roland.
Follow up: What group did Roland belong to?"
Was song of Roland protagonist friendly with group that had sagas?,"Context1: List of The Dark Tower characters: Roland and Cuthbert are described as having been playing together since they were toddlers. Cuthbert, often called Bert, is first featured in The Gunslinger,
Context2: Song of Roland: The protagonist Roland, Charlemagne's nephew, nominates his stepfather Ganelon as messenger.
Context3: Microprocessor - Simple English Wikipedia, the free : It is a central processing unit on a single integrated circuit chip containing millions of very small components including transistors, resistors, and diodes that work together. Some microprocessors in the 20th century required several chips.
Question: Was song of Roland protagonist friendly with group that had sagas?
Are follow up questions needed here: Yes.
Follow up: Who was the protagonist of song of Roland?
Intermediate answer: The protagonist of song of Roland was Roland.
Follow up: What group did Roland belong to?
Intermediate answer: Roland belonged to the Franks.
Follow up: What group had sagas?"
Was song of Roland protagonist friendly with group that had sagas?,"Context1: List of The Dark Tower characters: Roland and Cuthbert are described as having been playing together since they were toddlers. Cuthbert, often called Bert, is first featured in The Gunslinger,
Context2: Oliver (paladin): Aside from the Song of Roland, the most pivotal chanson in which Oliver appears is Girart de Vienne (c.1180) by Bertrand de Bar-sur-Aube.
Context3: Roland Kaiser: Roland Kaiser (born Ronald Keiler; 10 May 1952) is a German Schlager singer. He is one of the most successful German-speaking Schlager singers.
Context4: Saga: Sagas are prose stories and histories, composed in Iceland and to a lesser extent elsewhere in Scandinavia. The most famous saga-genre is the
Question: Was song of Roland protagonist friendly with group that had sagas?
Are follow up questions needed here: Yes.
Follow up: Who was the protagonist of song of Roland?
Intermediate answer: The protagonist of song of Roland was Roland.
Follow up: What group did Roland belong to?
Intermediate answer: Roland belonged to the Franks.
Follow up: What group had sagas?
Intermediate answer: The Vikings had sagas.
Follow up: Were the Franks and the Vikings friendly?"
Was song of Roland protagonist friendly with group that had sagas?,"Context1: Robin Williams: Robin McLaurin Williams (July 21, 1951 – August 11, 2014) was an American actor and comedian. Known for his improvisational skills and the wide variety of
Context2: New York City Police Department: Established on May 23, 1845, the NYPD is the largest, and one of the oldest, municipal police departments in the United States.
Context3: Roland: Roland was a Frankish military leader under Charlemagne who became one of the principal figures in the literary cycle known as the Matter of France.
Context4: Saga: Sagas are prose stories and histories, composed in Iceland and to a lesser extent elsewhere in Scandinavia. The most famous saga-genre is the
Context5: Siege of Paris (845): The siege of Paris of 845 was the culmination of a Viking invasion of West Francia.  The Frankish Empire was first attacked by Viking raiders in 799 (ten
Question: Was song of Roland protagonist friendly with group that had sagas?
Are follow up questions needed here: Yes.
Follow up: Who was the protagonist of song of Roland?
Intermediate answer: The protagonist of song of Roland was Roland.
Follow up: What group did Roland belong to?
Intermediate answer: Roland belonged to the Franks.
Follow up: What group had sagas?
Intermediate answer: The Vikings had sagas.
Follow up: Were the Franks and the Vikings friendly?
Intermediate answer: The Franks and the Vikings were not friendly.
So the final answer is: No.
###"
Are amoebas safe from breast cancer?,"Context1: Amebiasis: Certain sexual practices, such as anal and oral-anal sex, carry an increased risk for amebiasis and other gas- trointestinal infections. Even small amounts of
Question: Are amoebas safe from breast cancer?
Are follow up questions needed here: Yes.
Follow up: What is the definition of an amoeba?"
Are amoebas safe from breast cancer?,"Context1: Amebiasis: Certain sexual practices, such as anal and oral-anal sex, carry an increased risk for amebiasis and other gas- trointestinal infections. Even small amounts of
Context2: Amoeba definition in American English: amobarbital · amodal · amodiaquin · amoeba · amoebae · amoebaean · amoebal · All ENGLISH words that begin with 'A'
Question: Are amoebas safe from breast cancer?
Are follow up questions needed here: Yes.
Follow up: What is the definition of an amoeba?
Intermediate answer: An amoeba is a single-celled organism.
Follow up: What is the definition of breast cancer?"
Are amoebas safe from breast cancer?,"Context1: Amebiasis: Certain sexual practices, such as anal and oral-anal sex, carry an increased risk for amebiasis and other gas- trointestinal infections. Even small amounts of
Context2: Amoeba definition in American English: amobarbital · amodal · amodiaquin · amoeba · amoebae · amoebaean · amoebal · All ENGLISH words that begin with 'A'
Context3: Breast cancer - Symptoms and causes: Breast cancer is cancer that forms in the cells of the breasts. After skin cancer, breast cancer is the most common cancer diagnosed in women in the United
Question: Are amoebas safe from breast cancer?
Are follow up questions needed here: Yes.
Follow up: What is the definition of an amoeba?
Intermediate answer: An amoeba is a single-celled organism.
Follow up: What is the definition of breast cancer?
Intermediate answer: Breast cancer is a disease that affects the breast tissue.
Follow up: Do single-celled organisms have breast tissue?"
Are amoebas safe from breast cancer?,"Context1: Amebiasis: Certain sexual practices, such as anal and oral-anal sex, carry an increased risk for amebiasis and other gas- trointestinal infections. Even small amounts of
Context2: Stork: Most storks eat frogs, fish, insects, earthworms, small birds and small mammals. There are 20 living species of storks in six genera.
Context3: Tumulus: A tumulus (plural tumuli) is a mound of earth and stones raised over a grave or graves. Tumuli are also known as barrows, burial mounds or (in Siberia and Central Asia) kurgans, and may be found throughout much of the world.
Context4: Dirge: Often taking the form of a brief hymn, dirges are typically shorter and less meditative than elegies. Dirges are often slow and bear the character of funeral marches. Poetic dirges may be dedicated to a specific individual or otherwise thematically refer to death.
Question: Are amoebas safe from breast cancer?
Are follow up questions needed here: Yes.
Follow up: What is the definition of an amoeba?
Intermediate answer: An amoeba is a single-celled organism.
Follow up: What is the definition of breast cancer?
Intermediate answer: Breast cancer is a disease that affects the breast tissue.
Follow up: Do single-celled organisms have breast tissue?
Intermediate answer: No.
So the final answer is: Yes.
###"
Would food made with black salt smell of sulfur?,"Context1: Institutional syndrome: In clinical and abnormal psychology, institutionalization or institutional syndrome refers to deficits or disabilities in social and life skills,
Question: Would food made with black salt smell of sulfur?
Are follow up questions needed here: Yes.
Follow up: What is black salt?"
Would food made with black salt smell of sulfur?,"Context1: Kala namak: Chaat masala, a South Asian spice blend, is dependent upon black salt for its characteristic sulfurous egg-like aroma. Those who are not accustomed to black salt often describe the smell as resembling flatulence. Black salt is sometimes used sparingly as a topping for fruits or snacks in North India and Pakistan.
Context2: File:Black salt.jpg: File usage on other wikis · Usage on ar.wikipedia.org. ملح أسود · Usage on bn.wikipedia.org. বিট লবণ · Usage on de.wikipedia.org. Kala Namak.
Question: Would food made with black salt smell of sulfur?
Are follow up questions needed here: Yes.
Follow up: What is black salt?
Intermediate answer: Black salt is a type of salt that is used in Indian cuisine.
Follow up: What is the smell of black salt?"
Would food made with black salt smell of sulfur?,"Context1: Forum: Indian cooking and cuisine - Black salt - page 3: Black salt has high sulphur content. That is where the smell comes from. A smell of Eggs, or more exactly, hard boiled egg yolk.
Context2: File:Black salt.jpg: File usage on other wikis · Usage on ar.wikipedia.org. ملح أسود · Usage on bn.wikipedia.org. বিট লবণ · Usage on de.wikipedia.org. Kala Namak.
Context3: Kala namak: Chaat masala, a South Asian spice blend, is dependent upon black salt for its characteristic sulfurous egg-like aroma. Those who are not accustomed to black salt often describe the smell as resembling flatulence. Black salt is sometimes used sparingly as a topping for fruits or snacks in North India and Pakistan.
Question: Would food made with black salt smell of sulfur?
Are follow up questions needed here: Yes.
Follow up: What is black salt?
Intermediate answer: Black salt is a type of salt that is used in Indian cuisine.
Follow up: What is the smell of black salt?
Intermediate answer: Black salt smells like sulfur.
So the final answer is: Yes.
###"
Could someone in a coma experience fear?,"Context1: The ""near-death experience"" during comas: Far from being a psychologically traumatic event, these experiences never cause flashbacks and can even eliminate the fear of death.
Question: Could someone in a coma experience fear?
Are follow up questions needed here: Yes.
Follow up: What is a coma?"
Could someone in a coma experience fear?,"Context1: 1415: Year 1415 (MCDXV) was a common year starting on Tuesday of the Julian calendar. Millennium: 2nd millennium.
Context2: Coma: Coma patients exhibit a complete absence of wakefulness and are unable to consciously feel, speak or move. Comas can be derived by natural causes, or can be medically induced. Coma.
Question: Could someone in a coma experience fear?
Are follow up questions needed here: Yes.
Follow up: What is a coma?
Intermediate answer: A coma is a state of unconsciousness.
Follow up: Can someone who is unconscious experience fear?"
Could someone in a coma experience fear?,"Context1: Coma: A coma is a deep state of prolonged unconsciousness in which a person cannot be awakened, fails to respond normally to painful stimuli, light, or sound,
Context2: Comma: The comma , is a punctuation mark that appears in several variants in different languages. It has the same shape as an apostrophe or single closing
Context3: Unconscious mind: The unconscious mind (or the unconscious) consists of processes in the mind that occur automatically and are not available to introspection.
Question: Could someone in a coma experience fear?
Are follow up questions needed here: Yes.
Follow up: What is a coma?
Intermediate answer: A coma is a state of unconsciousness.
Follow up: Can someone who is unconscious experience fear?
Intermediate answer: No.
So the final answer is: No.
###"
Would an eleventh-grader be eligible for Medicare?,"Context1: Medicare (United States): Eligibility. Those who are 65 and older who choose to enroll in Part A Medicare must pay a monthly premium to remain enrolled in Medicare Part A if they or
Question: Would an eleventh-grader be eligible for Medicare?
Are follow up questions needed here: Yes.
Follow up: What is the age requirement for Medicare?"
Would an eleventh-grader be eligible for Medicare?,"Context1: Medicare (United States): Eligibility. Those who are 65 and older who choose to enroll in Part A Medicare must pay a monthly premium to remain enrolled in Medicare Part A if they or
Context2: Get started with Medicare: Medicare is health insurance for people 65 or older. You're first eligible to sign up for Medicare 3 months before you turn 65. You may be eligible to get Medicare earlier if you have a disability, End-Stage Renal Disease (ESRD), or ALS (also called Lou Gehrig's disease).
Question: Would an eleventh-grader be eligible for Medicare?
Are follow up questions needed here: Yes.
Follow up: What is the age requirement for Medicare?
Intermediate answer: You must be 65 years old to be eligible for Medicare.
Follow up: How old is an eleventh-grader?"
Would an eleventh-grader be eligible for Medicare?,"Context1: United States Capitol: It is located on Capitol Hill at the eastern end of the National Mall in Washington, D.C. Although no longer at the geographic center of the federal
Context2: Dido, Queen of Carthage (play): Dido, Queen of Carthage is a short play written by the English playwright Christopher Marlowe, with possible contributions by Thomas Nashe.
Context3: Educational stage: The first stage of elementary school can last either 3 years (so called 1–3 programme for children starting at the age of 7) or 4 years (so called 1–4 programme
Question: Would an eleventh-grader be eligible for Medicare?
Are follow up questions needed here: Yes.
Follow up: What is the age requirement for Medicare?
Intermediate answer: You must be 65 years old to be eligible for Medicare.
Follow up: How old is an eleventh-grader?
Intermediate answer: An eleventh-grader is usually 16-17 years old.
Follow up: Is 16-17 years old greater than 65 years old?"
Would an eleventh-grader be eligible for Medicare?,"Context1: Transgender rights in the United States: The Equality Act, if passed, would prohibit discrimination on the basis of gender identity in employment; housing; public accommodations; education;
Context2: Get started with Medicare: Medicare is health insurance for people 65 or older. You're first eligible to sign up for Medicare 3 months before you turn 65. You may be eligible to get Medicare earlier if you have a disability, End-Stage Renal Disease (ESRD), or ALS (also called Lou Gehrig's disease).
Context3: 16-17 years of age: Students in eleventh grade are usually 16-17 years of age.
Context4: Ages of consent in Europe: The age of consent in Estonia is 16, as specified by Section 145 of the Criminal Code of Republic of Estonia (sexual intercourse or other act of sexual nature
Question: Would an eleventh-grader be eligible for Medicare?
Are follow up questions needed here: Yes.
Follow up: What is the age requirement for Medicare?
Intermediate answer: You must be 65 years old to be eligible for Medicare.
Follow up: How old is an eleventh-grader?
Intermediate answer: An eleventh-grader is usually 16-17 years old.
Follow up: Is 16-17 years old greater than 65 years old?
Intermediate answer: No, 16-17 years old is less than 65 years old.
So the final answer is: No.
###"
